text,label
THE REPORT IS DUE BY FRIDAY. HONESTLY.,neutral
The uncertainty is paralyzing. Honestly.,fear
How dare they charge us for this garbage? No way.,anger
You've got to be kidding me! Just saying.,surprise
I will go to sleep at 10 PM.,neutral
THE CAT IS SLEEPING ON THE SOFA.,neutral
"Total plot twist, I'm stunned. Honestly.",surprise
"I COULD SCREAM, THIS IS SO FRUSTRATING.",anger
THAT SMELLS TERRIBLE.,disgust
I'VE ABOUT HAD IT WITH THESE CONSTANT DELAYS.,anger
I WAS NOT EXPECTING THAT RESPONSE. CAN'T BELIEVE IT.,surprise
IT FEELS LIKE SOMETHING IS WATCHING ME. CAN'T BELIEVE IT.,fear
Heart full of happiness and gratitude. No way.,joy
Tears of joy streaming down my face! For real.,joy
This is a dream come true.,joy
I HATE IT WHEN PEOPLE DON'T LISTEN. JUST SAYING.,anger
This is genuinely disgusting behavior. Wow.!!,disgust
"Total plot twist, I'm stunned. For real.!!!",surprise
Where did that come from?!,surprise
Tears of joy streaming down my face! Wow.,joy
"Ugh, that's so oily and gross. Honestly.",disgust
Loving every second of this beautiful morning. Just saying.,joy
"Eww, this is absolutely repulsive.",disgust
"Ugh, that's so oily and gross.",disgust
I HAVE TWO APPOINTMENTS TODAY.,neutral
I'M IN COMPLETE SHOCK RIGHT NOW. BRO.,surprise
Genuinely nauseating content.,disgust
I hate it when people don't listen.,anger
The weather is cloudy today. For real.,neutral
This is totally unacceptable! Honestly.,anger
I will go to sleep at 10 PM.,neutral
"Ugh, that's so oily and gross. Seriously.",disgust
The incompetence is staggering.,anger
This is a dream come true. Just saying.,joy
The bus stops at every corner.,neutral
That's just foul and inappropriate.,disgust
I WISH I COULD UNSEE THAT. FOR REAL.,disgust
Just finishing up some routine work. Bro.?!,neutral
Mind blown. Simply incredible.,surprise
I feel so vulnerable and unsafe.,fear
HERE IS THE LINK TO THE DOCUMENT. NO WAY.,neutral
I'M JUMPY AND ON EDGE ALL DAY.!!,fear
This is genuinely disgusting behavior. Can't believe it.,disgust
I CAN'T BELIEVE MY EYES!,surprise
I FEEL LIKE A BURDEN TO EVERYONE AROUND ME. NO WAY.,sadness
This is totally unacceptable! Just saying.,anger
I'm terrified to check my bank account. Can't believe it.,fear
I'm terrified to check my bank account.,fear
This is a blue cup on the table.,neutral
The weather is cloudy today. Just saying.,neutral
You've got to be kidding me! Can't believe it.,surprise
The train arrived exactly on time.,neutral
I am extremely disappointed and angry. No way.,anger
I'm dreading the outcome of this meeting.,fear
"Whoa, that was completely unexpected. Seriously.",surprise
What if everything goes wrong tomorrow?,fear
Stop ignoring the community's complaints! Bro.,anger
I feel so vulnerable and unsafe. Seriously.,fear
"OH MY GOODNESS, REALLY?!",surprise
Absolutely vile and nasty. Just saying.,disgust
I hate it when people don't listen. Just saying.,anger
Absolutely overjoyed and smiling from ear to ear.,joy
I feel physically sick looking at this. No way.,disgust
The weather is cloudy today.,neutral
Just checking my emails.,neutral
Feeling incredibly depressed and lonely tonight. Bro.,sadness
THIS IS AN INSULT TO THE USERS.,anger
Tears of joy streaming down my face!?!,joy
The silence is deafening and lonely.,sadness
I'm totally grossed out by this. For real.,disgust
I'M AFRAID TO EVEN SPEAK UP ABOUT IT. HONESTLY.,fear
That's just foul and inappropriate. Just saying.!!!,disgust
I can't believe people find this appealing. For real.,disgust
This news honestly scares me. For real.,fear
Just finishing up some routine work.,neutral
I feel so hopeless and forgotten.,sadness
"Yuck, I can't even stand to think about it.",disgust
I'm so excited for the weekend! No way.,joy
Astonishing turn of events!,surprise
Feeling so blessed and joyful right now. Can't believe it.,joy
"Suddenly, everything changed.",surprise
Can't believe they would do something so stupid.,anger
The report is due by Friday.,neutral
You've got to be kidding me!,surprise
I'M DREADING THE OUTCOME OF THIS MEETING.,fear
I'm terrified to check my bank account. Honestly.,fear
I'M JUST TIRED OF FEELING THIS WAY.,sadness
I NEED TO BUY SOME NEW SHOES.,neutral
I have a really bad feeling about this... Just saying.,fear
Genuinely nauseating content. For real.!!,disgust
I AM TYPING ON MY KEYBOARD. WOW.,neutral
The world feels so gray and lifeless.,sadness
The uncertainty is paralyzing. For real.,fear
That's the last thing I thought would happen. Just saying.,surprise
So worried and anxious right now. Honestly.,fear
This makes my blood boil. For real.,anger
I can't believe people find this appealing. No way.!!,disgust
I am typing on my keyboard.,neutral
I can't believe my eyes! Can't believe it.,surprise
I couldn't be happier with these results. Bro.,joy
I'm listening to a podcast about history.,neutral
This is an insult to the users.,anger
I feel so vulnerable and unsafe.,fear
That's just foul and inappropriate.,disgust
THE FUTURE LOOKS SO DARK AND THREATENING. FOR REAL.,fear
I am so incredibly happy today! Honestly.,joy
"Total plot twist, I'm stunned.",surprise
I'm totally grossed out by this.,disgust
What if everything goes wrong tomorrow? For real.,fear
"Ugh, that's so oily and gross.!!!",disgust
I AM EXTREMELY DISAPPOINTED AND ANGRY.,anger
The meeting is scheduled for tomorrow.?!,neutral
Lunch will be served at noon. Can't believe it.,neutral
I failed again. I'm so disappointed in myself.,sadness
Where did that come from?! Can't believe it.,surprise
It's just slimy and weird. Bro.,disgust
THE WEATHER IS CLOUDY TODAY.,neutral
The weather is cloudy today.,neutral
I FEEL SO LUCKY TO HAVE SUCH GREAT FRIENDS.,joy
LUNCH WILL BE SERVED AT NOON. JUST SAYING.,neutral
Can't believe they would do something so stupid.,anger
I am extremely disappointed and angry.,anger
The train arrived exactly on time.,neutral
I wish I could unsee that.,disgust
This is the best news I've heard all year!!! Wow.?!,joy
"TOTAL PLOT TWIST, I'M STUNNED.",surprise
Everything just feels so empty.,sadness
You've got to be kidding me!,surprise
I'm terrified of what might happen next.,fear
I failed again. I'm so disappointed in myself.,sadness
I'M PLEASANTLY SURPRISED BY THIS! JUST SAYING.,surprise
"What a wonderful surprise, thank you! Honestly.",joy
It's hard to find the motivation to get out of bed. Wow.,sadness
What a gross thing to say online.,disgust
This makes my blood boil. Seriously.,anger
"Suddenly, everything changed.",surprise
"My heart is racing, I'm so nervous.",fear
The thought of losing this terrifies me.,fear
This made my day so much better.,joy
THE SILENCE IS DEAFENING AND LONELY. WOW.,sadness
THE WEATHER IS CLOUDY TODAY. WOW.,neutral
I feel so hopeless and forgotten.,sadness
Feeling so blessed and joyful right now.,joy
"Wait, is this actually happening?",surprise
THIS IS TOTALLY UNACCEPTABLE! BRO.,anger
I need to buy some new shoes. Wow.,neutral
I'm absolutely speechless. Can't believe it.,surprise
I FEEL SO LUCKY TO HAVE SUCH GREAT FRIENDS. CAN'T BELIEVE IT.,joy
I can't stop worrying about it. Just saying.,fear
THIS FOOD LOOKS MOLDY AND HORRIFYING. BRO.,disgust
Genuinely nauseating content. Seriously.,disgust
I'm seething with rage right now.,anger
I AM TYPING ON MY KEYBOARD.,neutral
"Ugh, that's so oily and gross. Can't believe it.",disgust
I hate it when people don't listen.,anger
I am typing on my keyboard.,neutral
I failed again. I'm so disappointed in myself.,sadness
I will go to sleep at 10 PM. Honestly.,neutral
I wish I could unsee that. Bro.,disgust
"PLEASE HELP, I'M GENUINELY SCARED. SERIOUSLY.",fear
FEELING SO BLESSED AND JOYFUL RIGHT NOW.,joy
THE FUTURE LOOKS SO DARK AND THREATENING.,fear
"Total plot twist, I'm stunned. Wow.",surprise
The silence is deafening and lonely. No way.,sadness
This is the worst customer service I have ever experienced.,anger
What a gross thing to say online. Just saying.,disgust
This horror movie is giving me nightmares.,fear
Absolutely vile and nasty. Honestly.,disgust
I hate it when people don't listen.,anger
I miss them so much it hurts. Wow.,sadness
I KEEP RELIVING THE SAME PAINFUL MEMORIES. WOW.,sadness
That is just plain wrong on so many levels.,disgust
"I could scream, this is so frustrating.!!!",anger
Absolutely overjoyed and smiling from ear to ear.,joy
Just finishing up some routine work. Just saying.,neutral
"Suddenly, everything changed. Just saying.",surprise
It feels like something is watching me. Bro.,fear
Didn't expect to run into you here! Can't believe it....,surprise
Loving every second of this beautiful morning.,joy
Nobody understands how much I'm struggling.,sadness
Genuinely nauseating content. Wow.,disgust
I keep reliving the same painful memories. Honestly.,sadness
I walked to the park this morning.,neutral
I'm on cloud nine! Can't believe it.,joy
This is a dream come true.,joy
What a gross thing to say online.,disgust
Everything I love seems to slip away.,sadness
THIS IS AN INSULT TO THE USERS. CAN'T BELIEVE IT.,anger
This food looks moldy and horrifying. Can't believe it.,disgust
I'm terrified to check my bank account. Wow.,fear
THE SILENCE IS DEAFENING AND LONELY.,sadness
THAT IS JUST PLAIN WRONG ON SO MANY LEVELS.,disgust
"Wait, is this actually happening? Just saying.",surprise
The sheer lack of hygiene is disturbing. For real.,disgust
I have a really bad feeling about this... Bro.!!!,fear
I'm seething with rage right now.,anger
I'm seething with rage right now.,anger
"Oh my goodness, really?! Honestly.",surprise
The water is at room temperature.,neutral
Just checking my emails. Can't believe it.,neutral
This is pure bliss.,joy
Wow! I did not see that coming at all!,surprise
I can't believe people find this appealing.,disgust
I feel so lucky to have such great friends. Wow.!!!,joy
I'm dreading the outcome of this meeting. Wow.,fear
Absolutely vile and nasty. No way.,disgust
ABSOLUTELY VILE AND NASTY.!!,disgust
I was NOT expecting that response.,surprise
It feels like something is watching me. Can't believe it.,fear
I can't stop worrying about it.!!,fear
Reading a textbook for class. No way.,neutral
NOBODY UNDERSTANDS HOW MUCH I'M STRUGGLING. BRO.,sadness
Genuinely nauseating content. For real.,disgust
The world feels so gray and lifeless. Bro.,sadness
I'm listening to a podcast about history.!!!,neutral
That's just foul and inappropriate. Honestly.,disgust
I feel so lucky to have such great friends.,joy
I feel so completely heartbroken and lost. Can't believe it.,sadness
I miss them so much it hurts. No way.,sadness
THIS HORROR MOVIE IS GIVING ME NIGHTMARES. CAN'T BELIEVE IT.,fear
The meeting is scheduled for tomorrow.,neutral
Stop ignoring the community's complaints! Wow.,anger
"UGH, THAT'S SO OILY AND GROSS. HONESTLY.",disgust
The sheer lack of hygiene is disturbing. Can't believe it.,disgust
This horror movie is giving me nightmares. For real.,fear
What a bolt from the blue! Honestly.,surprise
Makes me want to wash my eyes out.!!!,disgust
"Ugh, that's so oily and gross. For real.",disgust
I have two appointments today.,neutral
THIS MADE MY DAY SO MUCH BETTER.!!,joy
THE BUS STOPS AT EVERY CORNER.,neutral
I'm cringing so hard right now.,disgust
WHERE DID THAT COME FROM?! NO WAY.?!,surprise
Just crying in my room. This hurts so much.,sadness
WHY IS EVERYTHING ALWAYS BROKEN? I AM SO MAD.,anger
This is a blue cup on the table.!!,neutral
What a bolt from the blue! Honestly.,surprise
I'M JUMPY AND ON EDGE ALL DAY.,fear
"Yuck, I can't even stand to think about it. Wow.",disgust
JUST CHECKING MY EMAILS.,neutral
THE CAT IS SLEEPING ON THE SOFA. SERIOUSLY.,neutral
I have a really bad feeling about this...,fear
This is the worst customer service I have ever experienced. Honestly.,anger
IT'S HARD TO EVEN PRETEND TO BE OKAY ANYMORE. WOW.,sadness
I walked to the park this morning. Wow....,neutral
A TRAGIC ENDING TO A BEAUTIFUL STORY. WOW.,sadness
This is a dream come true. Bro.,joy
The incompetence is staggering.,anger
Here is the link to the document. Honestly.,neutral
THIS IS A BLUE CUP ON THE TABLE. BRO.,neutral
Stop ignoring the community's complaints!,anger
That is just plain wrong on so many levels.?!,disgust
